USE_LICENSE_URL,GUID,OTHERCATALOGNUMBERS,SCIENTIFIC_NAME,COUNTRY,STATE_PROV,SPEC_LOCALITY,VERBATIM_LOCALITY,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,PARTDETAIL,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238592","","Thamnotettix confinis","United States","Alaska","Soldotna, forest 180m south-southeast of Nordic Lake, Slikok watershed project site MG30, west half of plot","USA: Alaska, Soldotna, forest 180m south-southeast of Nordic Lake, Slikok watershed project site MG30, west half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571905"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu360: 18 reads"",""PA"":[]}]","60.44561716","-151.078104","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238593","","Ochlerotatus excrucians","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571907"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1813: 3 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238594","","Balclutha sp. BOLD:AAG8963","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571909"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu3: 9991 reads, SlikokOtu5: 209 reads, SlikokOtu147: 123 reads, SlikokOtu599: 33 reads, SlikokOtu434: 27 reads, SlikokOtu292: 17 reads, SlikokOtu432: 6 reads, SlikokOtu457: 5 reads, SlikokOtu598: 5 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238595","","Balclutha sp. SlikokOtu603","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571911"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu603: 4 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238596","","Cecidomyiidae sp. BOLD:ACB9195","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571913"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu667: 6 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238597","","Chironomus sp. BOLD:AAC0594","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571915"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu167: 713 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238598","","Cyclosa conica","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571917"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu49: 122 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238599","","Dicyrtomidae sp. BOLD:AAN5070","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571919"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu865: 9 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238600","","Hybotidae sp. BOLD:ACX4896","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571921"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu161: 199 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238601","","Lygocoris pabulinus","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571923"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu25: 289 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238602","","Macrosiphum euphorbiae","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571925"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu18: 51 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238603","","Mughiphantes sp. 1GAB","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571927"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu286: 80 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238604","","Orthocentrinae sp. BOLD:ACF6482","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571929"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1219: 4 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238605","","Rhagonycha mandibularis","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571931"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu2: 9886 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238606","","Sciaridae sp. BOLD:AAH3985","United States","Alaska","Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","USA: Alaska, Soldotna, forest 980m south of Headquarters Lake, Slikok watershed project site MG31, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571933"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu151: 41 reads"",""PA"":[]}]","60.44542023","-151.0689953","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238607","","Balclutha sp. BOLD:AAG8963","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571935"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu5: 97 reads, SlikokOtu147: 21 reads, SlikokOtu604: 15 reads, SlikokOtu450: 4 reads, SlikokOtu292: 3 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238608","","Balclutha sp. SlikokOtu1671","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571937"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1671: 5 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238609","","Balclutha sp. SlikokOtu2029","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571939"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu2029: 5 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238610","","Cricotopus tremulus","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571941"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1818: 3 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238611","","Culicoides obsoletus","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571943"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu2028: 5 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238612","","Dilophus femoratus","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571945"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu159: 937 reads, SlikokOtu278: 623 reads, SlikokOtu371: 3 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238613","","Diptera sp. SlikokOtu1819","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571947"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1819: 3 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238614","","Ephedrus lacertosus","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571949"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu1470: 4 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238615","","Fannia brooksi","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571951"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu16: 112 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238616","","Hybotidae sp. BOLD:ACX4896","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571953"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu76: 31 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238617","","Idiocerus sp. BOLD:ABZ6671","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571955"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu135: 2757 reads, SlikokOtu1397: 8 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238618","","Nothodelphax sp. BOLD:ACK4869","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571957"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu124: 211 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238619","","Orthocentrinae sp. BOLD:AAU9320","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571959"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu615: 86 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238620","","Phyllonorycter junoniella","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571961"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu2027: 7 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
"http://arctosdb.org/home/data/; http://creativecommons.org/licenses/by/3.0/","UAMObs:Ento:238621","","Prosimulium sp. BOLD:AAA1296","United States","Alaska","Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","USA: Alaska, Soldotna, forest 1km south of Headquarters Lake, Slikok watershed project site MG32, east half of plot","6/16/2016","2016-06-16","2016-06-16","[{""ID"":""28571963"",""SF"":"""",""PN"":""media"",""LC"":""1"",""DP"":""not applicable"",""CD"":""not applicable"",""BC"":"""",""CP"":"""",""RK"":""SlikokOtu990: 53 reads"",""PA"":[]}]","60.44522269","-151.0598866","12"
